id,character,created_at,updated_at,jlpt,grade,kanjimap_url,kanjigraph_url,meanings,cluster,learned
518,戦,2026-07-11T13:10:03.408305+00:00,2026-07-13T23:15:38.60052+00:00,n3,e4,thekanjimap.com/戦,japanesegraph.com/戦,"[""war, battle"", ""fight"", ""match""]",military,false
519,観,2026-07-11T13:10:03.408305+00:00,2026-07-11T13:10:03.408305+00:00,n3,e4,thekanjimap.com/観,japanesegraph.com/観,"[""view, observe"", ""outlook"", ""sightseeing""]",,false
520,議,2026-07-11T13:10:03.408305+00:00,2026-07-13T23:15:38.60052+00:00,n3,e4,thekanjimap.com/議,japanesegraph.com/議,"[""discuss, deliberate"", ""opinion""]",government_law,false
521,給,2026-07-11T13:10:03.408305+00:00,2026-07-13T23:15:38.60052+00:00,n3,e4,thekanjimap.com/給,japanesegraph.com/給,"[""salary, supply"", ""provide"", ""pay""]",money_business,false
522,功,2026-07-11T13:10:03.408305+00:00,2026-07-11T13:10:03.408305+00:00,n2,e4,thekanjimap.com/功,japanesegraph.com/功,"[""merit, achievement"", ""success"", ""effect""]",,false
523,卒,2026-07-11T13:10:03.408305+00:00,2026-07-13T23:15:38.60052+00:00,n3,e4,thekanjimap.com/卒,japanesegraph.com/卒,"[""graduate"", ""finish"", ""suddenly""]",education,false
524,例,2026-07-11T13:10:03.408305+00:00,2026-07-11T13:10:03.408305+00:00,n3,e4,thekanjimap.com/例,japanesegraph.com/例,"[""example"", ""precedent"", ""custom""]",,false
525,束,2026-07-11T13:10:03.408305+00:00,2026-07-11T13:10:03.408305+00:00,n3,e4,thekanjimap.com/束,japanesegraph.com/束,"[""bundle, promise"", ""bunch"", ""bind""]",,false
526,鏡,2026-07-11T13:10:03.408305+00:00,2026-07-13T23:15:38.60052+00:00,n3,e4,thekanjimap.com/鏡,japanesegraph.com/鏡,"[""mirror""]",tool_object,false
527,隊,2026-07-11T13:10:03.408305+00:00,2026-07-13T23:15:38.60052+00:00,n3,e4,thekanjimap.com/隊,japanesegraph.com/隊,"[""unit, corps"", ""troop"", ""team""]",military,false
528,喜,2026-07-11T13:10:03.408305+00:00,2026-07-13T23:15:38.60052+00:00,n3,e4,thekanjimap.com/喜,japanesegraph.com/喜,"[""joy, rejoice"", ""delight"", ""gladness""]",emotion,false
529,康,2026-07-11T13:10:03.408305+00:00,2026-07-13T23:15:38.60052+00:00,n2,e4,thekanjimap.com/康,japanesegraph.com/康,"[""health, peace"", ""ease"", ""well-being""]",body_health,false
530,争,2026-07-11T13:10:03.408305+00:00,2026-07-11T13:10:03.408305+00:00,n3,e4,thekanjimap.com/争,japanesegraph.com/争,"[""compete, dispute"", ""fight"", ""contest""]",,false
531,然,2026-07-11T13:10:03.408305+00:00,2026-07-11T13:10:03.408305+00:00,n3,e4,thekanjimap.com/然,japanesegraph.com/然,"[""natural, so"", ""like that"", ""certainly""]",,false
532,徒,2026-07-11T13:10:03.408305+00:00,2026-07-16T14:49:15.924881+00:00,n2,e4,thekanjimap.com/徒,japanesegraph.com/徒,"[""follower, on foot"", ""useless"", ""pupil""]",education,false
533,史,2026-07-11T13:10:03.408305+00:00,2026-07-16T14:49:15.924881+00:00,n3,e4,thekanjimap.com/史,japanesegraph.com/史,"[""history"", ""chronicle"", ""record""]",education,false
534,旗,2026-07-11T13:10:03.408305+00:00,2026-07-13T23:15:38.60052+00:00,n2,e4,thekanjimap.com/旗,japanesegraph.com/旗,"[""flag, banner""]",tool_object,false
535,芸,2026-07-11T13:10:03.408305+00:00,2026-07-13T23:15:38.60052+00:00,n3,e4,thekanjimap.com/芸,japanesegraph.com/芸,"[""art, performance"", ""skill"", ""talent""]",art_music,false
536,令,2026-07-11T13:10:03.408305+00:00,2026-07-16T14:49:15.924881+00:00,n3,e4,thekanjimap.com/令,japanesegraph.com/令,"[""order, command"", ""decree"", ""good""]",government_law,false
537,典,2026-07-11T13:10:03.408305+00:00,2026-07-11T13:10:03.408305+00:00,n2,e4,thekanjimap.com/典,japanesegraph.com/典,"[""ceremony, law"", ""classic"", ""canon""]",,false
538,各,2026-07-11T13:10:03.408305+00:00,2026-07-11T13:10:03.408305+00:00,n3,e4,thekanjimap.com/各,japanesegraph.com/各,"[""each, every"", ""respective""]",,false
539,芽,2026-07-11T13:10:03.408305+00:00,2026-07-13T23:15:38.60052+00:00,n2,e4,thekanjimap.com/芽,japanesegraph.com/芽,"[""bud, sprout"", ""shoot""]",plant,false
540,類,2026-07-11T13:10:03.408305+00:00,2026-07-11T13:10:03.408305+00:00,n3,e4,thekanjimap.com/類,japanesegraph.com/類,"[""kind, type"", ""similar"", ""category""]",,false
541,労,2026-07-11T13:10:03.408305+00:00,2026-07-13T23:15:38.60052+00:00,n3,e4,thekanjimap.com/労,japanesegraph.com/労,"[""labor, toil"", ""trouble"", ""hardship""]",work_occupation,false
542,士,2026-07-11T13:10:03.408305+00:00,2026-07-13T23:15:38.60052+00:00,n2,e4,thekanjimap.com/士,japanesegraph.com/士,"[""samurai, person of status"", ""gentleman"", ""warrior""]",military,false
543,浅,2026-07-11T13:10:03.408305+00:00,2026-07-13T23:15:38.60052+00:00,n3,e4,thekanjimap.com/浅,japanesegraph.com/浅,"[""shallow"", ""light (color)"", ""superficial""]",size_measure,false
544,末,2026-07-11T13:10:03.408305+00:00,2026-07-16T14:49:15.924881+00:00,n3,e4,thekanjimap.com/末,japanesegraph.com/末,"[""end, tip"", ""final"", ""unimportant""]",time_date,false
545,貨,2026-07-11T13:10:03.408305+00:00,2026-07-13T23:15:38.60052+00:00,n2,e4,thekanjimap.com/貨,japanesegraph.com/貨,"[""goods, money"", ""freight""]",money_business,false
546,毒,2026-07-11T13:10:03.408305+00:00,2026-07-13T23:15:38.60052+00:00,n3,e4,thekanjimap.com/毒,japanesegraph.com/毒,"[""poison"", ""harm"", ""venom""]",body_health,false
547,郡,2026-07-11T13:10:03.408305+00:00,2026-07-13T23:15:38.60052+00:00,n1,e4,thekanjimap.com/郡,japanesegraph.com/郡,"[""county (administrative division)"", ""district""]",geography_place,false
548,察,2026-07-11T13:10:03.408305+00:00,2026-07-11T13:10:03.408305+00:00,n3,e4,thekanjimap.com/察,japanesegraph.com/察,"[""guess, inspect"", ""sense"", ""infer""]",,false
549,未,2026-07-11T13:10:03.408305+00:00,2026-07-16T14:49:15.924881+00:00,n3,e4,thekanjimap.com/未,japanesegraph.com/未,"[""not yet (prefix)"", ""future"", ""incomplete""]",time_date,false
550,材,2026-07-11T13:10:03.408305+00:00,2026-07-13T23:15:38.60052+00:00,n3,e4,thekanjimap.com/材,japanesegraph.com/材,"[""material, lumber"", ""talent"", ""resource""]",tool_object,false
551,民,2026-07-11T13:10:03.408305+00:00,2026-07-16T14:49:15.924881+00:00,n3,e4,thekanjimap.com/民,japanesegraph.com/民,"[""people, folk"", ""civilian"", ""citizen""]",government_law,false
552,的,2026-07-11T13:10:03.408305+00:00,2026-07-11T13:10:03.408305+00:00,n3,e4,thekanjimap.com/的,japanesegraph.com/的,"[""target, -ic/-ish (suffix)"", ""bull's-eye"", ""typical""]",,false
553,軍,2026-07-11T13:10:03.408305+00:00,2026-07-13T23:15:38.60052+00:00,n3,e4,thekanjimap.com/軍,japanesegraph.com/軍,"[""army, military"", ""armed forces"", ""troops""]",military,false
554,辺,2026-07-11T13:10:03.408305+00:00,2026-07-13T23:15:38.60052+00:00,n3,e4,thekanjimap.com/辺,japanesegraph.com/辺,"[""area, vicinity"", ""neighborhood"", ""side""]",direction_position,false
555,歴,2026-07-11T13:10:03.408305+00:00,2026-07-16T14:49:15.924881+00:00,n3,e4,thekanjimap.com/歴,japanesegraph.com/歴,"[""history, pass through"", ""career"", ""successively""]",education,false
556,愛,2026-07-11T13:10:03.408305+00:00,2026-07-13T23:15:38.60052+00:00,n3,e4,thekanjimap.com/愛,japanesegraph.com/愛,"[""love"", ""affection"", ""attachment""]",emotion,false
557,失,2026-07-11T13:10:03.408305+00:00,2026-07-11T13:10:03.408305+00:00,n3,e4,thekanjimap.com/失,japanesegraph.com/失,"[""lose, miss"", ""mistake"", ""fail""]",,false
558,衣,2026-07-11T13:10:03.408305+00:00,2026-07-13T23:15:38.60052+00:00,n2,e4,thekanjimap.com/衣,japanesegraph.com/衣,"[""clothing, garment"", ""robe""]",clothing,false
559,漁,2026-07-11T13:10:03.408305+00:00,2026-07-13T23:15:38.60052+00:00,n2,e4,thekanjimap.com/漁,japanesegraph.com/漁,"[""fishing"", ""catch fish""]",work_occupation,false
560,象,2026-07-11T13:10:03.408305+00:00,2026-07-13T23:15:38.60052+00:00,n3,e4,thekanjimap.com/象,japanesegraph.com/象,"[""elephant, phenomenon"", ""appearance"", ""image""]",animal,false
561,付,2026-07-11T13:10:03.408305+00:00,2026-07-11T13:10:03.408305+00:00,n3,e4,thekanjimap.com/付,japanesegraph.com/付,"[""attach, accompany"", ""stick to"", ""affix""]",,false
562,録,2026-07-11T13:10:03.408305+00:00,2026-07-16T14:49:15.924881+00:00,n3,e4,thekanjimap.com/録,japanesegraph.com/録,"[""record"", ""register"", ""note""]",communication,false
563,借,2026-07-11T13:10:03.408305+00:00,2026-07-13T23:15:38.60052+00:00,n4,e4,thekanjimap.com/借,japanesegraph.com/借,"[""borrow, rent"", ""hire"", ""lease""]",money_business,false
564,成,2026-07-11T13:10:03.408305+00:00,2026-07-11T13:10:03.408305+00:00,n3,e4,thekanjimap.com/成,japanesegraph.com/成,"[""become, accomplish"", ""complete"", ""achieve""]",,false
565,極,2026-07-11T13:10:03.408305+00:00,2026-07-13T23:15:38.60052+00:00,n2,e4,thekanjimap.com/極,japanesegraph.com/極,"[""extreme, pole"", ""utmost"", ""limit""]",quantity_degree,false
566,紀,2026-07-11T13:10:03.408305+00:00,2026-07-13T23:15:38.60052+00:00,n2,e4,thekanjimap.com/紀,japanesegraph.com/紀,"[""chronicle, era"", ""record"", ""century""]",time_date,false
567,種,2026-07-11T13:10:03.408305+00:00,2026-07-13T23:15:38.60052+00:00,n3,e4,thekanjimap.com/種,japanesegraph.com/種,"[""kind, seed"", ""type"", ""species""]",plant,false
568,最,2026-07-11T13:10:03.408305+00:00,2026-07-13T23:15:38.60052+00:00,n3,e4,thekanjimap.com/最,japanesegraph.com/最,"[""most, extreme"", ""best"", ""utmost""]",quantity_degree,false
569,仲,2026-07-11T13:10:03.408305+00:00,2026-07-11T13:10:03.408305+00:00,n3,e4,thekanjimap.com/仲,japanesegraph.com/仲,"[""relationship, terms"", ""mediator"", ""middle""]",,false
570,清,2026-07-11T13:10:03.408305+00:00,2026-07-11T13:10:03.408305+00:00,n3,e4,thekanjimap.com/清,japanesegraph.com/清,"[""clear, pure"", ""clean"", ""refreshing""]",,false
571,粉,2026-07-11T13:10:03.408305+00:00,2026-07-13T23:15:38.60052+00:00,n3,e4,thekanjimap.com/粉,japanesegraph.com/粉,"[""powder, flour"", ""dust""]",food,false
572,孫,2026-07-11T13:10:03.408305+00:00,2026-07-13T23:15:38.60052+00:00,n3,e4,thekanjimap.com/孫,japanesegraph.com/孫,"[""grandchild"", ""descendant""]",family,false
573,側,2026-07-11T13:10:03.408305+00:00,2026-07-13T23:15:38.60052+00:00,n3,e4,thekanjimap.com/側,japanesegraph.com/側,"[""side"", ""beside"", ""flank""]",direction_position,false
574,唱,2026-07-11T13:10:03.408305+00:00,2026-07-13T23:15:38.60052+00:00,n2,e4,thekanjimap.com/唱,japanesegraph.com/唱,"[""chant, sing"", ""recite"", ""advocate""]",art_music,false
575,建,2026-07-11T13:10:03.408305+00:00,2026-07-13T23:15:38.60052+00:00,n3,e4,thekanjimap.com/建,japanesegraph.com/建,"[""build, construct"", ""establish"", ""erect""]",building_place,false
576,府,2026-07-11T13:10:03.408305+00:00,2026-07-13T23:15:38.60052+00:00,n3,e4,thekanjimap.com/府,japanesegraph.com/府,"[""urban prefecture, government"", ""office"", ""storehouse""]",government_law,false
577,季,2026-07-11T13:10:03.408305+00:00,2026-07-13T23:15:38.60052+00:00,n3,e4,thekanjimap.com/季,japanesegraph.com/季,"[""season""]",time_date,false
578,児,2026-07-11T13:10:03.408305+00:00,2026-07-13T23:15:38.60052+00:00,n2,e4,thekanjimap.com/児,japanesegraph.com/児,"[""child, infant"", ""young child""]",family,false
579,熱,2026-07-11T13:10:03.408305+00:00,2026-07-13T23:15:38.60052+00:00,n3,e4,thekanjimap.com/熱,japanesegraph.com/熱,"[""heat, fever"", ""enthusiasm"", ""passion""]",body_health,false
580,景,2026-07-11T13:10:03.408305+00:00,2026-07-13T23:15:38.60052+00:00,n3,e4,thekanjimap.com/景,japanesegraph.com/景,"[""scenery, view"", ""scene"", ""situation""]",nature,false
581,節,2026-07-11T13:10:03.408305+00:00,2026-07-11T13:10:03.408305+00:00,n3,e4,thekanjimap.com/節,japanesegraph.com/節,"[""joint, section"", ""season"", ""festival"", ""melody""]",,false
582,加,2026-07-11T13:10:03.408305+00:00,2026-07-16T15:01:21.684616+00:00,n3,e4,thekanjimap.com/加,japanesegraph.com/加,"[""add, increase"", ""join""]",number,false
583,順,2026-07-11T13:10:03.408305+00:00,2026-07-11T13:10:03.408305+00:00,n3,e4,thekanjimap.com/順,japanesegraph.com/順,"[""order, obedient"", ""sequence"", ""favorable""]",,false
584,勇,2026-07-11T13:10:03.408305+00:00,2026-07-16T15:01:21.684616+00:00,n3,e4,thekanjimap.com/勇,japanesegraph.com/勇,"[""brave, courage"", ""heroic"", ""bold""]",emotion,false
585,梅,2026-07-11T13:10:03.408305+00:00,2026-07-13T23:15:38.60052+00:00,n2,e4,thekanjimap.com/梅,japanesegraph.com/梅,"[""plum"", ""plum blossom""]",plant,false
586,囲,2026-07-11T13:10:03.408305+00:00,2026-07-11T13:10:03.408305+00:00,n2,e4,thekanjimap.com/囲,japanesegraph.com/囲,"[""surround, encircle"", ""enclose""]",,false
587,夫,2026-07-11T13:10:03.408305+00:00,2026-07-13T23:15:38.60052+00:00,n4,e4,thekanjimap.com/夫,japanesegraph.com/夫,"[""husband"", ""man"", ""worker""]",family,false
588,印,2026-07-11T13:10:03.408305+00:00,2026-07-13T23:15:38.60052+00:00,n3,e4,thekanjimap.com/印,japanesegraph.com/印,"[""seal, stamp"", ""mark"", ""sign""]",tool_object,false
589,努,2026-07-11T13:10:03.408305+00:00,2026-07-11T13:10:03.408305+00:00,n3,e4,thekanjimap.com/努,japanesegraph.com/努,"[""endeavor, strive"", ""exert"", ""work hard""]",,false
590,航,2026-07-11T13:10:03.408305+00:00,2026-07-13T23:15:38.60052+00:00,n2,e4,thekanjimap.com/航,japanesegraph.com/航,"[""navigate, sail"", ""fly (aircraft)""]",transportation,false
591,働,2026-07-11T13:10:03.408305+00:00,2026-07-13T23:15:38.60052+00:00,n4,e4,thekanjimap.com/働,japanesegraph.com/働,"[""work, labor""]",work_occupation,false
592,周,2026-07-11T13:10:03.408305+00:00,2026-07-13T23:15:38.60052+00:00,n3,e4,thekanjimap.com/周,japanesegraph.com/周,"[""circumference, around"", ""lap"", ""all around""]",direction_position,false
593,街,2026-07-11T13:10:03.408305+00:00,2026-07-13T23:15:38.60052+00:00,n3,e4,thekanjimap.com/街,japanesegraph.com/街,"[""street, town"", ""city"", ""avenue""]",building_place,false
594,票,2026-07-11T13:10:03.408305+00:00,2026-07-13T23:15:38.60052+00:00,n2,e4,thekanjimap.com/票,japanesegraph.com/票,"[""ballot, vote"", ""ticket"", ""slip""]",government_law,false
595,伝,2026-07-11T13:10:03.408305+00:00,2026-07-13T23:15:38.60052+00:00,n3,e4,thekanjimap.com/伝,japanesegraph.com/伝,"[""transmit, convey"", ""legend"", ""biography""]",communication,false
596,以,2026-07-11T13:10:03.408305+00:00,2026-07-11T13:10:03.408305+00:00,n3,e4,thekanjimap.com/以,japanesegraph.com/以,"[""by means of, from"", ""because"", ""since""]",,false
597,信,2026-07-11T13:10:03.408305+00:00,2026-07-13T23:15:38.60052+00:00,n3,e4,thekanjimap.com/信,japanesegraph.com/信,"[""trust, believe"", ""faith"", ""message""]",communication,false
598,巣,2026-07-11T13:10:03.408305+00:00,2026-07-13T23:15:38.60052+00:00,n2,e4,thekanjimap.com/巣,japanesegraph.com/巣,"[""nest"", ""den"", ""haunt""]",animal,false
599,飯,2026-07-11T13:10:03.408305+00:00,2026-07-13T23:15:38.60052+00:00,n4,e4,thekanjimap.com/飯,japanesegraph.com/飯,"[""cooked rice, meal"", ""food"", ""eating""]",food,false
600,械,2026-07-11T13:10:03.408305+00:00,2026-07-13T23:15:38.60052+00:00,n2,e4,thekanjimap.com/械,japanesegraph.com/械,"[""mechanism, machine"", ""instrument""]",technology,false
601,副,2026-07-11T13:10:03.408305+00:00,2026-07-16T15:01:21.684616+00:00,n3,e4,thekanjimap.com/副,japanesegraph.com/副,"[""vice, secondary"", ""assistant"", ""sub-""]",work_occupation,false
602,英,2026-07-11T13:10:03.408305+00:00,2026-07-16T15:01:21.684616+00:00,n3,e4,thekanjimap.com/英,japanesegraph.com/英,"[""England, British"", ""excellent"", ""hero""]",geography_place,false
603,初,2026-07-11T13:10:03.408305+00:00,2026-07-16T15:01:21.684616+00:00,n3,e4,thekanjimap.com/初,japanesegraph.com/初,"[""first, beginning"", ""initial"", ""original""]",time_date,false
604,胃,2026-07-11T13:10:03.408305+00:00,2026-07-13T23:15:38.60052+00:00,n3,e4,thekanjimap.com/胃,japanesegraph.com/胃,"[""stomach""]",body_part,false
605,昨,2026-07-11T13:10:03.408305+00:00,2026-07-13T23:15:38.60052+00:00,n3,e4,thekanjimap.com/昨,japanesegraph.com/昨,"[""yesterday, previous"", ""last""]",time_date,false
606,灯,2026-07-11T13:10:03.408305+00:00,2026-07-13T23:15:38.60052+00:00,n3,e4,thekanjimap.com/灯,japanesegraph.com/灯,"[""lamp, light"", ""lantern""]",tool_object,false
607,輪,2026-07-11T13:10:03.408305+00:00,2026-07-13T23:15:38.60052+00:00,n3,e4,thekanjimap.com/輪,japanesegraph.com/輪,"[""wheel, ring"", ""circle"", ""loop""]",tool_object,false
608,帯,2026-07-11T13:10:03.408305+00:00,2026-07-13T23:15:38.60052+00:00,n3,e4,thekanjimap.com/帯,japanesegraph.com/帯,"[""belt, zone"", ""carry"", ""wear""]",clothing,false
609,松,2026-07-11T13:10:03.408305+00:00,2026-07-13T23:15:38.60052+00:00,n2,e4,thekanjimap.com/松,japanesegraph.com/松,"[""pine tree""]",plant,false
610,共,2026-07-11T13:10:03.408305+00:00,2026-07-11T13:10:03.408305+00:00,n3,e4,thekanjimap.com/共,japanesegraph.com/共,"[""together, both"", ""shared"", ""mutual""]",,false
611,敗,2026-07-11T13:10:03.408305+00:00,2026-07-11T13:10:03.408305+00:00,n3,e4,thekanjimap.com/敗,japanesegraph.com/敗,"[""lose, fail"", ""be defeated""]",,false
612,司,2026-07-11T13:10:03.408305+00:00,2026-07-13T23:15:38.60052+00:00,n2,e4,thekanjimap.com/司,japanesegraph.com/司,"[""administer, manage"", ""control"", ""govern""]",government_law,false
613,堂,2026-07-11T13:10:03.408305+00:00,2026-07-13T23:15:38.60052+00:00,n3,e4,thekanjimap.com/堂,japanesegraph.com/堂,"[""hall, temple"", ""impressive"", ""stately""]",building_place,false
614,標,2026-07-11T13:10:03.408305+00:00,2026-07-16T15:01:21.684616+00:00,n2,e4,thekanjimap.com/標,japanesegraph.com/標,"[""mark, target"", ""sign"", ""symbol""]",tool_object,false
615,折,2026-07-11T13:10:03.408305+00:00,2026-07-11T13:10:03.408305+00:00,n3,e4,thekanjimap.com/折,japanesegraph.com/折,"[""fold, break"", ""bend"", ""occasion""]",,false
616,臣,2026-07-11T13:10:03.408305+00:00,2026-07-13T23:15:38.60052+00:00,n1,e4,thekanjimap.com/臣,japanesegraph.com/臣,"[""subject, retainer"", ""vassal"", ""official""]",government_law,false
617,博,2026-07-11T13:10:03.408305+00:00,2026-07-13T23:15:38.60052+00:00,n2,e4,thekanjimap.com/博,japanesegraph.com/博,"[""wide, extensive"", ""doctor"", ""learned""]",education,false
618,兆,2026-07-11T13:10:03.408305+00:00,2026-07-13T23:15:38.60052+00:00,n2,e4,thekanjimap.com/兆,japanesegraph.com/兆,"[""trillion, sign"", ""omen"", ""indication""]",number,false
619,刷,2026-07-11T13:10:03.408305+00:00,2026-07-13T23:15:38.60052+00:00,n2,e4,thekanjimap.com/刷,japanesegraph.com/刷,"[""print"", ""brush""]",technology,false
620,包,2026-07-11T13:10:03.408305+00:00,2026-07-11T13:10:03.408305+00:00,n3,e4,thekanjimap.com/包,japanesegraph.com/包,"[""wrap, enclose"", ""contain"", ""cover""]",,false
621,塩,2026-07-11T13:10:03.408305+00:00,2026-07-13T23:15:38.60052+00:00,n3,e4,thekanjimap.com/塩,japanesegraph.com/塩,"[""salt""]",food,false
622,験,2026-07-11T13:10:03.408305+00:00,2026-07-13T23:15:38.60052+00:00,n3,e4,thekanjimap.com/験,japanesegraph.com/験,"[""experience, exam"", ""test"", ""effect""]",education,false
623,脈,2026-07-11T13:10:03.408305+00:00,2026-07-13T23:15:38.60052+00:00,n2,e4,thekanjimap.com/脈,japanesegraph.com/脈,"[""pulse, vein"", ""range"", ""thread""]",body_part,false
624,型,2026-07-11T13:10:03.408305+00:00,2026-07-16T15:01:21.684616+00:00,n3,e4,thekanjimap.com/型,japanesegraph.com/型,"[""type, model"", ""mold"", ""pattern""]",tool_object,false
625,差,2026-07-11T13:10:03.408305+00:00,2026-07-16T15:01:21.684616+00:00,n3,e4,thekanjimap.com/差,japanesegraph.com/差,"[""difference, gap"", ""discrimination"", ""variation""]",number,false
626,訓,2026-07-11T13:10:03.408305+00:00,2026-07-13T23:15:38.60052+00:00,n2,e4,thekanjimap.com/訓,japanesegraph.com/訓,"[""instruction, reading (kun)"", ""lesson"", ""teach""]",education,false
627,良,2026-07-11T13:10:03.408305+00:00,2026-07-11T13:10:03.408305+00:00,n4,e4,thekanjimap.com/良,japanesegraph.com/良,"[""good"", ""fine"", ""excellent""]",,false
628,救,2026-07-11T13:10:03.408305+00:00,2026-07-11T13:10:03.408305+00:00,n3,e4,thekanjimap.com/救,japanesegraph.com/救,"[""rescue, save"", ""relieve""]",,false
629,氏,2026-07-11T13:10:03.408305+00:00,2026-07-13T23:15:38.60052+00:00,n2,e4,thekanjimap.com/氏,japanesegraph.com/氏,"[""Mr., Ms., clan"", ""family name"", ""lineage""]",family,false
630,課,2026-07-11T13:10:03.408305+00:00,2026-07-13T23:15:38.60052+00:00,n3,e4,thekanjimap.com/課,japanesegraph.com/課,"[""section, lesson"", ""assignment"", ""division""]",education,false
631,老,2026-07-11T13:10:03.408305+00:00,2026-07-11T13:10:03.408305+00:00,n3,e4,thekanjimap.com/老,japanesegraph.com/老,"[""old age"", ""elderly"", ""senior""]",,false
632,底,2026-07-11T13:10:03.408305+00:00,2026-07-13T23:15:38.60052+00:00,n3,e4,thekanjimap.com/底,japanesegraph.com/底,"[""bottom, base"", ""depth"", ""thorough""]",direction_position,false
633,径,2026-07-11T13:10:03.408305+00:00,2026-07-13T23:15:38.60052+00:00,n1,e4,thekanjimap.com/径,japanesegraph.com/径,"[""diameter, path"", ""shortcut""]",size_measure,false
634,参,2026-07-11T13:10:03.408305+00:00,2026-07-11T13:10:03.408305+00:00,n3,e4,thekanjimap.com/参,japanesegraph.com/参,"[""participate, come (humble)"", ""visit (a shrine)"", ""refer""]",,false
635,位,2026-07-11T13:10:03.408305+00:00,2026-07-16T15:01:21.684616+00:00,n3,e4,thekanjimap.com/位,japanesegraph.com/位,"[""rank, position"", ""grade"", ""throne""]",direction_position,false
636,停,2026-07-11T13:10:03.408305+00:00,2026-07-16T15:01:21.684616+00:00,n3,e4,thekanjimap.com/停,japanesegraph.com/停,"[""stop, halt"", ""pause""]",transportation,false
637,得,2026-07-11T13:11:24.763697+00:00,2026-07-16T15:01:21.684616+00:00,n3,e4,thekanjimap.com/得,japanesegraph.com/得,"[""gain, understand"", ""obtain"", ""profit""]",money_business,false
638,治,2026-07-11T13:11:24.763697+00:00,2026-07-13T23:15:38.60052+00:00,n3,e4,thekanjimap.com/治,japanesegraph.com/治,"[""govern, cure"", ""heal"", ""manage""]",government_law,false
639,照,2026-07-11T13:11:24.763697+00:00,2026-07-11T13:11:24.763697+00:00,n3,e4,thekanjimap.com/照,japanesegraph.com/照,"[""shine, illuminate"", ""compare"", ""reflect""]",,false
640,授,2026-07-11T13:11:24.763697+00:00,2026-07-13T23:15:38.60052+00:00,n3,e5,thekanjimap.com/授,japanesegraph.com/授,"[""grant, teach"", ""bestow"", ""confer""]",education,false
641,独,2026-07-11T13:11:24.763697+00:00,2026-07-16T15:01:21.684616+00:00,n3,e5,thekanjimap.com/独,japanesegraph.com/独,"[""alone, independent"", ""Germany (abbreviation)"", ""solitary""]",geography_place,false
642,構,2026-07-11T13:11:24.763697+00:00,2026-07-16T15:01:21.684616+00:00,n3,e5,thekanjimap.com/構,japanesegraph.com/構,"[""structure, construct"", ""posture"", ""set up""]",building_place,false
643,永,2026-07-11T13:11:24.763697+00:00,2026-07-16T15:01:21.684616+00:00,n2,e5,thekanjimap.com/永,japanesegraph.com/永,"[""eternity, forever"", ""long"", ""permanent""]",time_date,false
644,静,2026-07-11T13:11:24.763697+00:00,2026-07-16T15:01:21.684616+00:00,n3,e4,thekanjimap.com/静,japanesegraph.com/静,"[""quiet, still"", ""calm"", ""peaceful""]",emotion,false
645,枝,2026-07-11T13:11:24.763697+00:00,2026-07-13T23:15:38.60052+00:00,n3,e5,thekanjimap.com/枝,japanesegraph.com/枝,"[""branch, twig"", ""bough"", ""limb""]",plant,false
646,態,2026-07-11T13:11:24.763697+00:00,2026-07-11T13:11:24.763697+00:00,n2,e5,thekanjimap.com/態,japanesegraph.com/態,"[""attitude, state"", ""appearance"", ""manner"", ""condition""]",,false
647,貧,2026-07-11T13:11:24.763697+00:00,2026-07-13T23:15:38.60052+00:00,n3,e5,thekanjimap.com/貧,japanesegraph.com/貧,"[""poor, poverty"", ""needy"", ""lacking""]",money_business,false
648,険,2026-07-11T13:11:24.763697+00:00,2026-07-11T13:11:24.763697+00:00,n2,e5,thekanjimap.com/険,japanesegraph.com/険,"[""dangerous, steep"", ""harsh"", ""險""]",,false
649,敵,2026-07-11T13:11:24.763697+00:00,2026-07-13T23:15:38.60052+00:00,n3,e5,thekanjimap.com/敵,japanesegraph.com/敵,"[""enemy, opponent"", ""rival"", ""foe""]",military,false
650,素,2026-07-11T13:11:24.763697+00:00,2026-07-11T13:11:24.763697+00:00,n3,e5,thekanjimap.com/素,japanesegraph.com/素,"[""basic, plain"", ""origin"", ""bare"", ""simple""]",,false
651,境,2026-07-11T13:11:24.763697+00:00,2026-07-13T23:15:38.60052+00:00,n2,e5,thekanjimap.com/境,japanesegraph.com/境,"[""boundary, border"", ""limit"", ""state"", ""circumstances""]",geography_place,false
652,欠,2026-07-11T13:11:24.763697+00:00,2026-07-11T13:11:24.763697+00:00,n3,e4,thekanjimap.com/欠,japanesegraph.com/欠,"[""lack, absence"", ""defect"", ""chip""]",,false
653,覚,2026-07-11T13:11:24.763697+00:00,2026-07-11T13:11:24.763697+00:00,n3,e4,thekanjimap.com/覚,japanesegraph.com/覚,"[""memorize, awaken"", ""sense"", ""feeling"", ""realize""]",,false
654,可,2026-07-11T13:11:24.763697+00:00,2026-07-11T13:11:24.763697+00:00,n2,e5,thekanjimap.com/可,japanesegraph.com/可,"[""possible, passable"", ""allow"", ""approve""]",,false
655,夢,2026-07-11T13:11:24.763697+00:00,2026-07-16T15:01:21.684616+00:00,n4,e5,thekanjimap.com/夢,japanesegraph.com/夢,"[""dream"", ""vision"", ""fantasy"", ""hope""]",emotion,false
